X,Y,state,source
34.6089202,31.6972172,IL,postal code
34.6103558,31.6980317,IL,postal code
34.6101167,31.6988944,IL,postal code
34.6093786,31.6978207,IL,postal code
34.6093639,31.6970053,IL,postal code
34.6099279,31.6992964,IL,postal code
34.6085886,31.6980816,IL,postal code
34.6098516,31.697031,IL,postal code
34.6096959,31.6970198,IL,postal code
34.6099969,31.6991734,IL,postal code
34.6100351,31.697037,IL,postal code
34.6093497,31.6979806,IL,postal code
34.6101778,31.6987426,IL,postal code
34.6103888,31.6970569,IL,postal code
34.6102028,31.6970456,IL,postal code
34.6105621,31.6970628,IL,postal code
34.6086378,31.6977697,IL,postal code
34.6102184,31.6986176,IL,postal code
34.6100689,31.6990175,IL,postal code
34.6089154,31.6973655,IL,postal code
34.608652,31.6976064,IL,postal code
34.6085114,31.6969651,IL,postal code
34.6084972,31.698369,IL,postal code
34.6086586,31.6973402,IL,postal code
34.6093292,31.6981063,IL,postal code
34.6102652,31.6984606,IL,postal code
34.6088622,31.6969833,IL,postal code
34.6086788,31.6969759,IL,postal code
34.6086111,31.6979304,IL,postal code
34.609721,31.6994427,IL,postal code
34.6084299,31.6985209,IL,postal code
34.6090335,31.696994,IL,postal code
34.6088847,31.6977219,IL,postal code
34.6096152,31.697943,IL,postal code
34.6096518,31.6974165,IL,postal code
34.6096396,31.6972545,IL,postal code
34.6092509,31.6984223,IL,postal code
34.6093286,31.698858,IL,postal code
34.6101422,31.6974152,IL,postal code
34.6101279,31.6979096,IL,postal code
34.6101,31.6980589,IL,postal code
34.6100442,31.6983483,IL,postal code
34.6100762,31.6982156,IL,postal code
34.6100085,31.6985061,IL,postal code
34.6099643,31.6986363,IL,postal code
34.6098185,31.6990331,IL,postal code
34.6092963,31.698278,IL,postal code
34.609594800000004,31.6980892,IL,postal code
34.6095297,31.6983656,IL,postal code
34.6095622,31.6982464,IL,postal code
34.6085451,31.6982266,IL,postal code
34.608646,31.6985984,IL,postal code
34.6088375,31.6980147,IL,postal code
34.6103087,31.6983241,IL,postal code
34.6080687,31.6993105,IL,postal code
34.6066357,31.7001643,IL,postal code
34.6077883,31.6992951,IL,postal code
34.60691,31.7000434,IL,postal code
34.6093526,31.700237,IL,postal code
34.6087017,31.6997507,IL,postal code
34.6068255,31.6998449,IL,postal code
34.6092348,31.7001509,IL,postal code
34.6076039,31.6996638,IL,postal code
34.6081939,31.6993611,IL,postal code
34.607127,31.6997036,IL,postal code
34.607541,31.6994339,IL,postal code
34.6069679,31.6997849,IL,postal code
34.6071992,31.6999041,IL,postal code
34.6067722,31.7004493,IL,postal code
34.608331,31.6994687,IL,postal code
34.6073149,31.6998344,IL,postal code
34.6065091,31.6999009,IL,postal code
34.6089616,31.6999469,IL,postal code
34.6090834,31.7000435,IL,postal code
34.6096183,31.7004381,IL,postal code
34.6094917,31.7003483,IL,postal code
34.6070386,31.6999843,IL,postal code
34.6079182,31.6992812,IL,postal code
34.6077277,31.6995692,IL,postal code
34.6072566,31.6996293,IL,postal code
34.6088316,31.699847,IL,postal code
34.6079052,31.6994888,IL,postal code
34.609882,31.7006532,IL,postal code
34.6076458,31.6993591,IL,postal code
34.6084556,31.6995618,IL,postal code
34.6097441,31.7005493,IL,postal code
34.6125158,31.7010974,IL,postal code
34.6112612,31.7024036,IL,postal code
34.6121801,31.700294800000002,IL,postal code
34.6114096,31.7009082,IL,postal code
34.6102399,31.7024655,IL,postal code
34.6102901,31.7020845,IL,postal code
34.6101634,31.702219,IL,postal code
34.6112979,31.7010227,IL,postal code
34.6122807,31.7013419,IL,postal code
34.610615,31.7017402,IL,postal code
34.6105215,31.7029778,IL,postal code
34.6123951,31.7012251,IL,postal code
34.6100734,31.7023168,IL,postal code
34.6107774,31.7031682,IL,postal code
34.6117977,31.7006988,IL,postal code
34.6115306,31.7007977,IL,postal code
34.6108201,31.7028646,IL,postal code
34.6111768,31.7011572,IL,postal code
34.6106636,31.7030818,IL,postal code
34.6105094,31.7018504,IL,postal code
34.6116417,31.7007315,IL,postal code
34.6109194,31.7027641,IL,postal code
34.6097306,31.7024026,IL,postal code
34.6116049,31.7020567,IL,postal code
34.6127407,31.7009323,IL,postal code
34.6103568,31.7023429,IL,postal code
34.6115198,31.7011181,IL,postal code
34.6121499,31.7011531,IL,postal code
34.6116247,31.7010057,IL,postal code
34.6120417,31.7012736,IL,postal code
34.6110466,31.7026337,IL,postal code
34.611933,31.70139,IL,postal code
34.6100018,31.7025931,IL,postal code
34.6098597,31.7024857,IL,postal code
34.6110698,31.70126,IL,postal code
34.6113047,31.7013381,IL,postal code
34.6117783,31.7009085,IL,postal code
34.6118281,31.7015024,IL,postal code
34.6117119,31.7016054,IL,postal code
34.6113144,31.7020307,IL,postal code
34.6101318,31.7026901,IL,postal code
34.6112152,31.7021379,IL,postal code
34.6111428,31.702533,IL,postal code
34.6104511,31.7022256,IL,postal code
34.6114902,31.7021671,IL,postal code
34.6103957,31.7028842,IL,postal code
34.6118278,31.7018149,IL,postal code
34.6110886,31.7022731,IL,postal code
34.6113718,31.7022935,IL,postal code
34.6108423,31.7015027,IL,postal code
34.6103876,31.7019778,IL,postal code
34.610567,31.7020993,IL,postal code
34.6109786,31.7023804,IL,postal code
34.6108679,31.7024937,IL,postal code
34.6106881,31.7019873,IL,postal code
34.6119332,31.7017024,IL,postal code
34.6107566,31.7026127,IL,postal code
34.6108092,31.7018659,IL,postal code
34.6106236,31.7027493,IL,postal code
34.6107327,31.7016163,IL,postal code
34.6109083,31.7017586,IL,postal code
34.6120492,31.7015838,IL,postal code
34.6124278,31.7005061,IL,postal code
34.6121654,31.7014653,IL,postal code
34.6114095,31.7012305,IL,postal code
34.6132343,31.7045198,IL,postal code
34.6120045,31.7034022,IL,postal code
34.6121553,31.7033379,IL,postal code
34.6123519,31.70326,IL,postal code
34.6124938,31.7031963,IL,postal code
34.6116655,31.7035408,IL,postal code
34.6127737,31.7030734,IL,postal code
34.6126961,31.702976,IL,postal code
34.612049,31.7043407,IL,postal code
34.6129239,31.7046536,IL,postal code
34.6129397,31.7033294,IL,postal code
34.6127824,31.7047058,IL,postal code
34.6120688,31.7040147,IL,postal code
34.6113618,31.7036132,IL,postal code
34.6124852,31.7047225,IL,postal code
34.6123431,31.7046645,IL,postal code
34.6134258,31.7040996,IL,postal code
34.6116201,31.7038435,IL,postal code
34.6118412,31.7040877,IL,postal code
34.6134421,31.7041943,IL,postal code
34.6132057,31.7042513,IL,postal code
34.6134221,31.7043336,IL,postal code
34.6129288,31.7037315,IL,postal code
34.6126902,31.7033821,IL,postal code
34.6128537,31.7036145,IL,postal code
34.6124864,31.7034143,IL,postal code
34.6133604,31.7044208,IL,postal code
34.6123131,31.7034861,IL,postal code
34.612176,31.7035411,IL,postal code
34.6127722,31.7044958,IL,postal code
34.6130232,31.7043912,IL,postal code
34.6118031,31.703484,IL,postal code
34.6131242,31.7040363,IL,postal code
34.6114766,31.7037091,IL,postal code
34.6132777,31.7038567,IL,postal code
34.6130539,31.7039315,IL,postal code
34.6130911,31.7045778,IL,postal code
34.611934,31.7041941,IL,postal code
34.6133386,31.7039639,IL,postal code
34.6117167,31.7039456,IL,postal code
34.6120004,31.7036179,IL,postal code
34.6118236,31.7037065,IL,postal code
34.6121524,31.7041142,IL,postal code
34.6122659,31.7042567,IL,postal code
34.6123474,31.7043571,IL,postal code
34.6125614,31.7045359,IL,postal code
34.6122484,31.7045841,IL,postal code
34.6130305,31.7034737,IL,postal code
34.6121394,31.7044457,IL,postal code
34.6126159,31.7047345,IL,postal code
34.6128602,31.7032109,IL,postal code
34.6127315,31.7037202,IL,postal code
35.0817647,32.824728,IL,postal code
35.2312825,31.7854656,PAL,postal code
35.3007135,32.4645505,PAL,postal code
35.2017338,31.9046004,IL,postal code
35.6200951,33.2191724,IL,postal code
35.161593,31.7820053,PAL,postal code
35.6257032,33.2223098,IL,postal code
34.4559502,31.5053564,PAL,postal code
34.4565747,31.5059889,PAL,postal code
34.6161145,31.7021836,IL,postal code
34.6152986,31.7021456,IL,postal code
34.6146589,31.7022393,IL,postal code
34.6160455,31.7030001,IL,postal code
34.6144535,31.7033341,IL,postal code
34.6160478,31.7016742,IL,postal code
34.6138836,31.702398,IL,postal code
34.6157196,31.7026959,IL,postal code
34.6154561,31.7020772,IL,postal code
34.6161941,31.703144,IL,postal code
34.6146031,31.703579,IL,postal code
34.6161809,31.7026248,IL,postal code
34.6149566,31.703031,IL,postal code
34.6154461,31.7018944,IL,postal code
34.6148036,31.7030975,IL,postal code
34.6140422,31.702666,IL,postal code
34.6158679,31.7020169,IL,postal code
34.6156324,31.7025459,IL,postal code
34.615408,31.7028339,IL,postal code
34.6158798,31.7031729,IL,postal code
34.6160002,31.7033089,IL,postal code
34.6136863,31.7030524,IL,postal code
34.6156058,31.7020115,IL,postal code
34.6161164,31.7032366,IL,postal code
34.6160055,31.702715,IL,postal code
34.6142917,31.702597,IL,postal code
34.6157975,31.7024879,IL,postal code
34.6159345,31.7023064,IL,postal code
34.6162184,31.701647,IL,postal code
34.615228,31.703646,IL,postal code
34.6139587,31.7025351,IL,postal code
34.6156892,31.7034442,IL,postal code
34.6148161,31.7021713,IL,postal code
34.6147438,31.7023906,IL,postal code
34.6147075,31.703662,IL,postal code
34.6157265,31.7032444,IL,postal code
34.6144404,31.7025245,IL,postal code
34.6157511,31.7017615,IL,postal code
34.6162102,31.702776,IL,postal code
34.6152948,31.7019606,IL,postal code
34.6145186,31.7034531,IL,postal code
34.6145931,31.7024583,IL,postal code
34.6140234,31.7035814,IL,postal code
34.6153944,31.7033836,IL,postal code
34.6143429,31.7023801,IL,postal code
34.6150762,31.7037123,IL,postal code
34.6160614,31.7018871,IL,postal code
34.6149559,31.7037253,IL,postal code
34.6155342,31.70351,IL,postal code
34.6152374,31.7034546,IL,postal code
34.6158511,31.7033749,IL,postal code
34.614293,31.7030769,IL,postal code
34.6161312,31.7023321,IL,postal code
34.6150994,31.7029668,IL,postal code
34.6150816,31.7035217,IL,postal code
34.6142092,31.7029418,IL,postal code
34.6160878,31.7020353,IL,postal code
34.6141217,31.7028037,IL,postal code
34.6156021,31.7018265,IL,postal code
34.6148887,31.7035596,IL,postal code
34.6150123,31.7028163,IL,postal code
34.6162313,31.7030434,IL,postal code
34.6154688,31.7026174,IL,postal code
34.6146288,31.7031873,IL,postal code
34.6162373,31.7029086,IL,postal code
34.6145309,31.7030183,IL,postal code
34.6142003,31.7023988,IL,postal code
34.6148546,31.7028872,IL,postal code
34.6149718,31.7021039,IL,postal code
34.6147055,31.7029528,IL,postal code
34.6158958,31.7017131,IL,postal code
34.6153755,31.7035829,IL,postal code
34.6148238,31.7037086,IL,postal code
34.6155633,31.7027665,IL,postal code
34.614497,31.7023107,IL,postal code
35.2210762,31.7820461,PAL,postal code
35.202801,31.90205,IL,postal code
35.2370416,32.2280665,PAL,postal code
34.7965765,31.2520501,IL,postal code
34.4386586,31.5171485,PAL,postal code
35.0022149,29.5231049,IL,postal code
35.2103972,31.7832379,PAL,postal code
34.9484564,31.8102484,PAL,postal code
34.8049304,32.0090877,IL,postal code
34.7723065,32.0695492,IL,postal code
34.9636464,32.5670502,IL,postal code
34.9638326,32.5670336,IL,postal code
34.6157556,31.7019495,IL,postal code
34.6161656,31.7018162,IL,postal code
34.9927794,32.7670349,IL,postal code
35.1179575,31.8119711,PAL,postal code
34.7995287,32.1200121,IL,postal code
34.7680465,32.0521272,IL,postal code
34.845796,32.0650447,IL,postal code
34.7520118,32.0549517,IL,postal code
35.2046123,31.7914404,PAL,postal code
34.7764236,32.0663526,IL,postal code
35.0992911,31.5277201,IL,postal code
35.260587,32.2217183,PAL,postal code
34.6316971,31.6924961,IL,postal code
35.4223499,32.9096952,IL,postal code
34.7731072,32.0626986,IL,postal code
34.8529936,32.1834783,IL,postal code
34.7813718,32.0166908,IL,postal code
34.7790018,32.0202114,IL,postal code
34.759185,32.0533963,IL,postal code
34.4427824,31.5206169,PAL,postal code
34.4428548,31.5206924,PAL,postal code
35.1854339,31.7129656,IL,postal code
35.1855519,31.7130614,IL,postal code
35.1855573,31.7130249,IL,postal code
34.7706372,32.064498,IL,postal code
34.7716521,32.0635691,IL,postal code
34.7832649,32.0745855,IL,postal code
34.7838467,32.0132445,IL,postal code
34.7705484,32.0647194,IL,postal code
35.0535918,32.0628945,IL,postal code
35.2312741,31.7944568,PAL,postal code
34.7615503,32.051741,IL,postal code
34.8684819,32.1762603,IL,postal code
35.4976562,30.3243903,IL,postal code
35.2931085,32.9089877,IL,postal code
34.8027519,30.6096261,IL,postal code
35.1620841,31.7788748,PAL,postal code
34.960035,32.5679656,IL,postal code
34.7648128,31.990248,IL,postal code
34.7993969,30.6049056,IL,postal code
34.8794451,32.0333843,IL,postal code
35.0653046,31.8689303,PAL,postal code
35.2257157,31.8593274,PAL,postal code
35.2658461,32.2205063,PAL,postal code
35.2185196,31.7819938,PAL,postal code
35.5689393,33.2107826,IL,postal code
34.3919734,31.4579517,PAL,postal code
35.5752934,33.2213935,IL,postal code
35.2399261,32.2220468,PAL,postal code
35.0299657,32.3137896,PAL,postal code
35.1948088,31.703275,PAL,postal code
34.7886936,32.0782941,IL,postal code
34.9656848,32.1876863,PAL,postal code
34.6445188,31.7878225,IL,postal code
34.9993798,29.5401096,IL,postal code
34.9859058,32.7849903,IL,postal code
35.1792873,31.9000833,IL,postal code
35.0464821,32.0592766,IL,postal code
35.197252400000004,31.7041198,PAL,postal code
35.2043396,31.7099244,PAL,postal code
35.2435149,32.2192521,PAL,postal code
35.2047725,31.8997877,PAL,postal code
35.2255258,31.7853789,PAL,postal code
35.259212,32.2211396,PAL,postal code
34.6517488,31.7869078,IL,postal code
34.7838583,32.0753114,IL,postal code
35.2035451,31.7112024,IL,postal code
34.968461,32.761572,IL,postal code
35.0436444,31.5285716,PAL,postal code
35.0917721,31.5307011,PAL,postal code
34.8039007,31.2510628,IL,postal code
35.0694501,32.9199471,IL,postal code
35.1993685,31.9966196,PAL,postal code
35.0313552,32.3853026,IL,postal code
35.0377052,32.3846047,IL,postal code
34.8869377,32.085434,IL,postal code
34.795738,32.159237,IL,postal code
34.4477559,31.5308772,PAL,postal code
34.4510715,31.5160344,PAL,postal code
35.2065634,31.9039037,PAL,postal code
34.975743,32.8323191,IL,postal code
35.1804178,31.702218,PAL,postal code
35.2133806,31.8831366,PAL,postal code
35.0990722,31.4518537,PAL,postal code
35.2747862,32.869153,IL,postal code
35.2463131,31.8109615,PAL,postal code
35.2465763,31.8114245,PAL,postal code
35.1972652,31.7353251,PAL,postal code
34.7629718,32.0627575,IL,postal code
35.2084787,31.7669946,PAL,postal code
35.261301,31.8125831,PAL,postal code
35.199148,31.7118862,PAL,postal code
35.2551462,32.2306156,PAL,postal code
35.0694818,32.3691854,PAL,postal code
35.2598566,32.2224731,PAL,postal code
35.2065791,31.9074053,PAL,postal code
34.7859873,31.2377003,IL,postal code
35.1999607,31.8517395,PAL,postal code
35.2087089,31.8967885,IL,postal code
34.7957493,32.1111317,IL,postal code
34.7838666,32.0722703,IL,postal code
35.2081123,31.9022911,PAL,postal code
35.4489181,31.882317,PAL,postal code
35.3455226,32.2919802,PAL,postal code
35.344497,32.291718,PAL,postal code
35.2538249,32.2242692,PAL,postal code
35.2538768,32.2245047,PAL,postal code
35.0708825,31.9282393,IL,postal code
35.342102,32.2803065,PAL,postal code
34.4457144,31.5306133,PAL,postal code
35.3228713,32.388238,PAL,postal code
35.2131488,31.8913727,IL,postal code
35.2953924,32.222672,PAL,postal code
35.2693304,32.4133515,PAL,postal code
35.2338119,32.2189006,PAL,postal code
35.2515254,32.2238953,PAL,postal code
35.2347384,32.2191581,PAL,postal code
35.2448773,32.2200973,PAL,postal code
35.2612063,32.1603911,PAL,postal code
35.0306717,32.3112704,IL,postal code
35.0371207,32.1181256,IL,postal code
34.9590368,32.7845863,IL,postal code
34.8105069,31.8977664,IL,postal code
35.0983666,31.5296421,PAL,postal code
35.2391194,32.217691,PAL,postal code
34.8050812,32.0856674,IL,postal code
35.2992173,32.4592296,PAL,postal code
34.4673101,31.5442512,PAL,postal code
35.0667951,32.8509238,IL,postal code
35.1980941,31.8960057,PAL,postal code
35.079428,32.1173136,IL,postal code
35.0822291,32.1145818,IL,postal code
34.4491407,31.5287317,PAL,postal code
35.2980602,32.4625763,IL,postal code
34.9655467,32.1914989,PAL,postal code
35.262658,32.2224046,PAL,postal code
35.2230279,32.2279587,PAL,postal code
34.3683412,31.4554342,PAL,postal code
34.4383181,31.5281503,PAL,postal code
35.3591234,32.3416139,PAL,postal code
35.0318395,32.3166242,PAL,postal code
35.2855771,31.7221025,PAL,postal code
34.7668201,32.0773989,IL,postal code
35.0071491,29.5330409,IL,postal code
35.2154476,31.7686907,PAL,postal code
35.2132281,31.7696245,PAL,postal code
35.207298,31.9169268,PAL,postal code
35.2142715,31.8921162,PAL,postal code
35.0311092,32.3164405,PAL,postal code
35.2831652,31.9931328,IL,postal code
35.370113,32.3232359,IL,postal code
35.479074,29.5137982,IL,postal code
34.9652952,32.1879234,PAL,postal code
34.8941877,32.1577515,IL,postal code
35.2876743,32.1418225,PAL,postal code
35.2837097,32.2079663,IL,postal code
35.208235,31.9225267,PAL,postal code
35.2828141,32.1928325,PAL,postal code
34.8054589,32.0861273,IL,postal code
35.2426861,32.2211689,PAL,postal code
35.0768787,32.9243849,IL,postal code
34.7860943,32.0953387,IL,postal code
35.0337069,31.5027293,PAL,postal code
34.8998381,32.175909,IL,postal code
34.3156101,31.3474698,PAL,postal code
34.9916201,32.1578985,PAL,postal code
35.2231395,31.7806268,PAL,postal code
35.1665811,31.945199,IL,postal code
35.2880944,32.203018,PAL,postal code
35.2899334,32.2002118,PAL,postal code
34.4430609,31.5255338,PAL,postal code
35.1950473,31.7130102,PAL,postal code
35.0278935,31.5082871,PAL,postal code
35.2767318,32.1569557,PAL,postal code
35.3069168,32.468504,PAL,postal code
34.966552,32.1851972,PAL,postal code
35.2900276,32.4675363,PAL,postal code
35.2830201,32.1933678,PAL,postal code
35.2287236,32.2247757,PAL,postal code
35.074513,31.5071585,IL,postal code
34.4048538,31.4733218,PAL,postal code
35.0988457,31.5784258,PAL,postal code
35.2015481,31.7070786,IL,postal code
35.0527725,32.3195105,PAL,postal code
35.2784281,32.412407,PAL,postal code
34.4522733,31.5135542,PAL,postal code
35.1730901,31.8859666,PAL,postal code
34.9652998,32.1874792,PAL,postal code
35.1787719,31.8961614,PAL,postal code
35.2349091,32.222849,PAL,postal code
34.7622425,32.0631301,IL,postal code
35.2297951,32.2395825,PAL,postal code
35.2363828,32.2221033,PAL,postal code
34.4045282,31.4834129,PAL,postal code
34.805526,31.9364373,IL,postal code
34.3048102,31.3442144,PAL,postal code
34.3216123,31.3519797,PAL,postal code
35.2046156,31.9050976,PAL,postal code
35.0991304,31.5420864,PAL,postal code
35.0974323,31.5297481,PAL,postal code
35.0896626,31.5342989,PAL,postal code
35.0974974,31.5501672,PAL,postal code
35.0895336,31.5342768,PAL,postal code
34.9759473,32.1836297,PAL,postal code
35.2167005,31.8084404,PAL,postal code
35.1910242,31.8709128,PAL,postal code
35.2474555,32.2243664,PAL,postal code
35.1698463,32.446799,PAL,postal code
34.8163311,32.0565871,IL,postal code
34.4388104,31.5105177,PAL,postal code
35.0429187,32.3200121,PAL,postal code
35.0430178,32.3200817,PAL,postal code
35.09643,31.5280863,PAL,postal code
35.1044182,31.5465138,PAL,postal code
35.2061967,31.713727,PAL,postal code
34.4386523,31.5264609,PAL,postal code
35.2211536,32.226725,PAL,postal code
34.2401347,31.3057224,PAL,postal code
35.1916189,31.7144103,PAL,postal code
34.7741314,32.0624709,IL,postal code
35.0970717,31.5289835,PAL,postal code
35.2836401,32.1400746,PAL,postal code
34.4601763,31.5266176,PAL,postal code
35.2042821,31.7183322,PAL,postal code
35.5873157,31.7219537,IL,postal code
35.2377327,31.8014191,PAL,postal code
34.7720682,32.0661862,IL,postal code
34.7712168,32.082187,IL,postal code
35.1959146,32.3908348,PAL,postal code
34.7738029,32.0596679,IL,postal code
35.1957075,32.3899781,PAL,postal code
35.0300701,32.3134743,PAL,postal code
35.0300629,32.313519,PAL,postal code
35.3705615,32.3226551,PAL,postal code
35.2005099,31.9010249,PAL,postal code
35.1012975,31.5548254,PAL,postal code
35.0302063,32.3134304,PAL,postal code
35.0300651,32.3134987,PAL,postal code
35.2244565,31.767222,PAL,postal code
35.2000204,31.9083899,PAL,postal code
35.2622066,32.0389667,PAL,postal code
35.5394114,32.9677885,IL,postal code
35.0222215,31.9460997,PAL,postal code
35.2050969,32.2416291,PAL,postal code
34.7737046,32.0796759,IL,postal code
35.193474,32.3220792,PAL,postal code
35.0980246,31.5333493,PAL,postal code
35.2045492,31.8939569,PAL,postal code
34.322064,31.3443432,PAL,postal code
35.2812921,32.4134444,PAL,postal code
35.3066145,32.4667336,PAL,postal code
35.379021,32.2465939,PAL,postal code
35.3044807,32.4648956,IL,postal code
35.1857582,31.8987141,PAL,postal code
35.0962822,31.5279005,PAL,postal code
35.0967687,31.5322067,PAL,postal code
34.3517609,31.4203744,PAL,postal code
35.3510351,32.8354138,IL,postal code
35.6196415,33.2195189,IL,postal code
35.6256918,33.2183158,IL,postal code
35.6197162,33.2205609,IL,postal code
35.5753499,33.2214397,IL,postal code
35.6216053,33.2199688,IL,postal code
35.6233266,33.2202287,IL,postal code
35.6211006,33.2227464,IL,postal code
35.6232656,33.2210442,IL,postal code
35.2229094,31.7808347,PAL,postal code
35.2070009,31.9074663,PAL,postal code
35.578946,33.2795201,IL,postal code
35.5777303,33.2775325,IL,postal code
35.5786781,33.280014,IL,postal code
35.5757024,33.2214377,IL,postal code
34.8459861,32.276441,IL,postal code
35.0272858,32.3089831,PAL,postal code
35.0969496,31.5288371,IL,postal code
35.5755327,33.221097,IL,postal code
35.5753628,33.2211538,IL,postal code
35.5756263,33.2211007,IL,postal code
35.5756847,33.2211291,IL,postal code
35.5753039,33.2215567,IL,postal code
35.5753205,33.2212667,IL,postal code
35.5756216,33.2211203,IL,postal code
35.2144541,31.9059948,PAL,postal code
35.2677809,31.7681998,IL,postal code
35.6256952,33.2223615,IL,postal code
35.5750334,33.213878,IL,postal code
34.4429706,31.5121161,PAL,postal code
35.0973619,31.5455878,PAL,postal code
35.2621855,32.2191926,PAL,postal code
34.4901154,31.5380056,PAL,postal code
34.4905353,31.5376653,PAL,postal code
35.2863584,32.4054152,PAL,postal code
35.5685938,33.2095014,IL,postal code
35.568598,33.209547,IL,postal code
34.7766529,32.0633799,IL,postal code
35.2167295,31.924015,PAL,postal code
35.2305791,31.8511326,PAL,postal code
34.4393495,31.5280659,PAL,postal code
35.1871526,32.3197026,PAL,postal code
35.2603197,32.2219379,PAL,postal code
35.2973227,32.4620616,PAL,postal code
34.8000191,31.257682,IL,postal code
35.1061707,31.5277566,IL,postal code
35.0795717,32.1121125,PAL,postal code
34.8495503,32.1005635,IL,postal code
34.8564793,32.3225701,IL,postal code
35.2694056,32.2036313,IL,postal code
35.2989628,32.4630511,IL,postal code
35.3069526,33.2288856,IL,postal code
34.4571566,31.5111128,PAL,postal code
34.3902065,31.4498645,PAL,postal code
34.4999934,31.533324,PAL,postal code
34.4623673,31.5367022,PAL,postal code
34.2566813,31.2800598,PAL,postal code
34.3002058,31.3449174,PAL,postal code
34.5395715,31.5383497,PAL,postal code
34.5396295,31.5384058,PAL,postal code
35.2053137,31.7017773,PAL,postal code
35.2220951,32.323163,PAL,postal code
34.5053717,31.5416885,IL,postal code
35.2821426,32.4119607,PAL,postal code
34.9903498,32.8172738,IL,postal code
35.1255186,32.3033425,PAL,postal code
35.4783455,31.8545337,PAL,postal code
35.1981179,31.9038275,PAL,postal code
35.2047465,31.8941433,PAL,postal code
34.9782757,32.1839535,PAL,postal code
35.0973482,31.5303107,PAL,postal code
34.4062541,31.4404066,PAL,postal code
35.0262882,32.3091927,PAL,postal code
34.9874462,32.4813114,IL,postal code
34.9527522,29.5538517,IL,postal code
34.3834899,31.4219455,PAL,postal code
34.42582,31.5061279,PAL,postal code
34.7826806,32.0687457,IL,postal code
35.2107288,31.897885,IL,postal code
35.0071735,29.533143,IL,postal code
34.8613485,32.101395,IL,postal code
34.4324683,31.5088749,PAL,postal code
35.1852307,31.8929821,PAL,postal code
35.2032525,31.9040977,IL,postal code
35.098098,31.5457009,PAL,postal code
34.7957182,30.6405036,IL,postal code
34.795784,30.6404629,IL,postal code
35.0864781,31.558116,IL,postal code
34.7833878,32.074644,IL,postal code
34.7833783,32.074708,IL,postal code
34.7845323,32.079442,IL,postal code
34.7832796,32.074711,IL,postal code
34.7701261,32.0683252,IL,postal code
35.2135355,31.924553,PAL,postal code
34.9613435,32.1790777,IL,postal code
