X,Y,state,source
34.9651378,32.1879068,IL,postal code
34.4641688,31.5044709,PAL,postal code
35.2878217,32.6095417,IL,postal code
35.1866384,31.7500572,PAL,postal code
34.7718676,32.0885777,IL,postal code
34.8703905,32.0001676,IL,postal code
34.4474966,31.5156895,IL,postal code
34.9635421,32.1802758,IL,postal code
35.2337628,32.2233743,PAL,postal code
35.3433237,32.2927142,IL,postal code
35.0999211,31.5561649,PAL,postal code
34.8397302,32.1691935,IL,postal code
35.230437,32.6831952,IL,postal code
35.2777958,32.1837256,IL,postal code
35.2699782,32.2035102,IL,postal code
34.4652953,31.5055419,PAL,postal code
35.0182601,32.7630571,IL,postal code
35.5136544,33.1459408,IL,postal code
34.4691895,31.5029788,IL,postal code
34.7638944,32.0653928,IL,postal code
35.0620594,32.3790016,IL,postal code
35.0994029,31.5544517,PAL,postal code
35.3385226,32.7471838,IL,postal code
35.1135882,31.5080965,IL,postal code
35.2024066,31.8921738,PAL,postal code
35.2714155,32.2172351,PAL,postal code
35.4570538,31.8523872,PAL,postal code
35.1003983,31.461985,IL,postal code
35.2982416,32.4622965,PAL,postal code
35.2280478,31.7776814,IL,postal code
35.09943,31.5544407,IL,postal code
35.2065011,31.9080176,PAL,postal code
35.1964686,32.3913627,PAL,postal code
35.2025445,31.8843304,PAL,postal code
35.0240622,31.9450903,PAL,postal code
35.0289409,32.309794,PAL,postal code
35.0304871,32.3196946,PAL,postal code
35.2759028,33.2559639,IL,postal code
35.2995561,32.463247,PAL,postal code
35.2600525,32.2222934,PAL,postal code
35.3139245,32.4658103,PAL,postal code
35.2086989,31.9012095,PAL,postal code
35.0272943,32.3137883,PAL,postal code
34.4691354,31.5437077,PAL,postal code
35.202492,31.712506,PAL,postal code
35.2161912,31.7056623,IL,postal code
35.5693628,33.2078558,IL,postal code
35.1004403,31.5580605,PAL,postal code
34.9659376,32.1912984,PAL,postal code
35.2145642,31.7781755,PAL,postal code
35.6202506,33.220280700000004,IL,postal code
34.8612015,31.2422745,IL,postal code
34.7478846,32.0363827,IL,postal code
35.2088637,31.9239378,PAL,postal code
35.2809644,32.0324874,IL,postal code
34.770817,32.0895867,IL,postal code
35.1862208,31.6967406,PAL,postal code
35.1947369,33.2750044,IL,postal code
35.2007933,31.9046017,PAL,postal code
35.1963365,31.9029104,PAL,postal code
34.7447435,31.3876028,IL,postal code
34.7716795,32.0837268,IL,postal code
35.2976421,32.4637548,PAL,postal code
35.3040785,32.4688944,PAL,postal code
35.304108,32.468917,PAL,postal code
35.1929214,31.9072061,PAL,postal code
35.1762547,31.9209736,PAL,postal code
35.1780635,31.8986188,IL,postal code
35.0804525,31.5139575,IL,postal code
35.1169562,31.5011239,IL,postal code
35.1123793,32.7220069,IL,postal code
35.1072922,31.5602605,IL,postal code
35.562389,33.0437479,IL,postal code
35.5441886,32.9687125,IL,postal code
35.2394639,30.6578362,IL,postal code
35.2396371,30.6578555,IL,postal code
35.2337428,30.6566139,IL,postal code
35.234809,30.6604888,IL,postal code
35.2784624,30.7660744,IL,postal code
35.2409245,30.6590253,IL,postal code
35.2996459,30.8059592,IL,postal code
35.2115794,31.7852494,PAL,postal code
34.8844124,32.443304500000004,IL,postal code
35.2259701,31.7693422,PAL,postal code
35.5706375,33.2114691,IL,postal code
35.5889191,33.2205637,IL,postal code
34.9995254,29.5539975,IL,postal code
34.4316873,31.5124189,IL,postal code
34.4453751,31.5181998,IL,postal code
34.9996195,29.554038,IL,postal code
35.6241016,33.2206652,IL,postal code
34.2366839,31.3094487,PAL,postal code
35.2320839,30.6547506,IL,postal code
35.2387066,30.6536462,IL,postal code
35.2387004,30.6535248,IL,postal code
35.2366414,30.6612944,IL,postal code
34.3397845,31.4247037,PAL,postal code
34.3471885,31.4094679,PAL,postal code
34.4367865,31.5242875,PAL,postal code
34.4365022,31.5240445,PAL,postal code
35.2116911,31.9055096,IL,postal code
34.8046005,32.0850519,IL,postal code
34.9782759,32.1838514,PAL,postal code
34.8069429,31.9121964,IL,postal code
34.4472856,31.5229328,PAL,postal code
35.4379211,33.1489821,IL,postal code
35.1993527,31.7074033,PAL,postal code
35.1986879,31.7205663,PAL,postal code
34.9630611,32.1905181,PAL,postal code
34.9630035,32.189383,PAL,postal code
34.9657092,32.1905024,PAL,postal code
34.9630811,32.1905309,PAL,postal code
35.0105008,31.9783295,PAL,postal code
35.2089892,31.9271273,PAL,postal code
35.205503,31.9183121,PAL,postal code
35.2099104,31.906457,IL,postal code
35.2049883,31.7079524,IL,postal code
34.3517731,31.4206083,PAL,postal code
35.2975117,32.7029047,IL,postal code
35.19154,31.9076688,PAL,postal code
34.8800024,32.0893936,IL,postal code
35.4587093,30.3738752,IL,postal code
34.6144189,31.7027569,IL,postal code
34.6114565,31.703847,IL,postal code
34.611789,31.7034476,IL,postal code
34.6121241,31.7032887,IL,postal code
34.6138709,31.7024737,IL,postal code
34.6142071,31.7031353,IL,postal code
34.6145321,31.7029685,IL,postal code
34.6147345,31.7033071,IL,postal code
34.6149222,31.7035038,IL,postal code
34.6144686,31.7033459,IL,postal code
34.6147144,31.7038369,IL,postal code
34.6149737,31.7038954,IL,postal code
34.615125,31.7038731,IL,postal code
34.61528,31.7037861,IL,postal code
34.6154825,31.7037343,IL,postal code
34.6156069,31.7036626,IL,postal code
34.6157846,31.7035617,IL,postal code
34.615924,31.7035411,IL,postal code
34.616093,31.7034698,IL,postal code
34.616278,31.703354,IL,postal code
34.6164731,31.7027668,IL,postal code
34.6163319,31.7021907,IL,postal code
34.6159314,31.7020854,IL,postal code
34.6155503,31.7022095,IL,postal code
34.6163957,31.703109,IL,postal code
34.6154699,31.7029399,IL,postal code
34.6152991,31.7030844,IL,postal code
35.2268589,32.2249701,PAL,postal code
35.0063195,29.5289597,IL,postal code
34.4498843,31.5114538,PAL,postal code
34.9656257,32.191448,PAL,postal code
34.9653938,32.192852,PAL,postal code
34.8942799,31.9883221,IL,postal code
34.8959148,31.9923326,IL,postal code
34.8953158,31.9893181,IL,postal code
34.8516398,32.2901029,IL,postal code
35.2033877,31.7105221,PAL,postal code
34.7621582,32.0588315,IL,postal code
35.3104806,32.4694396,IL,postal code
34.4833384,31.5398287,PAL,postal code
35.1574979,32.3758553,IL,postal code
34.7847397,31.2430864,IL,postal code
35.0235793,31.9452939,PAL,postal code
34.3904124,31.4587995,PAL,postal code
35.1995061,31.713281,PAL,postal code
35.2433133,32.2362427,IL,postal code
35.2061707,31.9073915,PAL,postal code
34.9954667,32.8210946,IL,postal code
35.2000172,31.7082983,PAL,postal code
34.7737941,30.9924129,IL,postal code
35.2135775,31.9245065,PAL,postal code
34.4706722,31.5024788,PAL,postal code
35.0912634,31.4504458,PAL,postal code
35.5383356,32.7895614,IL,postal code
35.0394115,32.7643364,IL,postal code
35.0394309,32.7643016,IL,postal code
35.2698015,32.2167509,PAL,postal code
35.0273171,31.5074751,PAL,postal code
35.027544,31.5074582,PAL,postal code
35.0981802,32.0469515,PAL,postal code
35.2052177,31.8956844,PAL,postal code
34.7669747,32.0731274,IL,postal code
35.0319059,32.3172307,PAL,postal code
35.1147283,31.4878475,IL,postal code
34.3968596,31.440664,PAL,postal code
34.4449346,31.521584,PAL,postal code
34.7766313,32.0774155,IL,postal code
34.7905525,32.0778579,IL,postal code
34.7838054,31.6047469,IL,postal code
35.060246,29.8935729,IL,postal code
34.8007944,32.0846427,IL,postal code
34.2554323,31.2807656,PAL,postal code
34.5872702,31.6648097,IL,postal code
35.1995495,31.9043971,PAL,postal code
35.0385724,32.0803431,PAL,postal code
35.0070254,29.5332278,IL,postal code
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.017634,31.552219,IL,peacenow
35.208414,31.783784,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.064135,32.072227,IL,peacenow
35.014858,32.170631,IL,peacenow
35.014858,32.170631,IL,peacenow
35.461968,31.790034,IL,peacenow
35.296764,31.832068,IL,peacenow
35.125256,31.654871,IL,peacenow
35.125256,31.654871,IL,peacenow
35.11958,32.162443,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.110978,31.391051,IL,peacenow
35.522285,32.17334,IL,peacenow
35.174514,32.104637,IL,peacenow
35.123783,32.096287,IL,peacenow
35.0437082,31.373292,IL,peacenow
35.0437082,31.373292,IL,peacenow
35.187594,31.586152,IL,peacenow
35.21999,31.856413,IL,peacenow
35.176982,32.001207,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.074551,32.284628,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.106008,32.109487,IL,peacenow
35.8667813,32.1018585,IL,peacenow
35.101101,31.657653,IL,peacenow
35.101101,31.657653,IL,peacenow
35.101101,31.657653,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.049472,32.040059,IL,peacenow
35.222734,31.9416,IL,peacenow
35.222734,31.9416,IL,peacenow
35.476411,31.807762,IL,peacenow
35.124097,31.87989,IL,peacenow
35.2465667,31.7863785,IL,peacenow
35.1119254,31.7010023,IL,peacenow
35.452636,32.24207,IL,peacenow
35.261645,31.865575,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.264885,32.193264,IL,peacenow
35.264885,32.193264,IL,peacenow
34.634978,31.370721,IL,peacenow
35.094113,32.082231,IL,peacenow
35.134154,31.422234,IL,peacenow
35.526843,32.252028,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.133591,31.926249,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.236047,31.749309,IL,peacenow
35.149934,31.653589,IL,peacenow
35.143074,31.659676,IL,peacenow
35.2021182,31.717861,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.032054,32.110566,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.331201,32.234418,IL,peacenow
35.2438225,31.7891393,IL,peacenow
35.125198,32.283594,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
34.904856,31.391171,IL,peacenow
35.046367,32.119403,IL,peacenow
35.238607,31.805577,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.017505,31.929718,IL,peacenow
35.3523326,31.8278604,IL,peacenow
35.273853,31.849999,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.444643,32.000016,IL,peacenow
35.186812,31.73148,IL,peacenow
35.395443,32.100273,IL,peacenow
35.208101,31.738292,IL,peacenow
35.151288,31.863743,IL,peacenow
35.159029,31.848896,IL,peacenow
35.159029,31.848896,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.208101,31.738292,IL,peacenow
35.208101,31.738292,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.2735238,32.0597078,IL,peacenow
35.1618,31.680091,IL,peacenow
35.051258,32.242589,IL,peacenow
35.167252,31.861189,IL,peacenow
35.1214042,31.6667865,IL,peacenow
35.101914,31.678899,IL,peacenow
35.352213,32.159694,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.079537,31.49253,IL,peacenow
-83.3668256,30.9906461,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.128876,32.008313,IL,peacenow
35.128876,32.008313,IL,peacenow
35.43735,32.199688,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.12966,31.824501,IL,peacenow
35.171491,31.722058,IL,peacenow
34.841265,32.017992,IL,peacenow
35.221951,31.7259589,IL,peacenow
35.221951,31.7259589,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
34.910917,32.391037,IL,peacenow
35.023269,31.932631,IL,peacenow
-90.4875857,37.1498978,IL,peacenow
35.099826,31.532569,IL,peacenow
35.118993,32.423726,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.367206,32.153512,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.173181,32.480891,IL,peacenow
35.140579,31.94888,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.136036,32.160688,IL,peacenow
35.308029,32.173869,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.5699418,32.3171675,IL,peacenow
35.466131,31.749896,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.101273,31.609468,IL,peacenow
35.097462,32.171553,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.157388,32.21239,IL,peacenow
35.310732,31.754384,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.337189,31.827216,IL,peacenow
35.250995,31.653953,IL,peacenow
35.115234,31.649486,IL,peacenow
35.036911,31.919928,IL,peacenow
35.249829,32.117973,IL,peacenow
35.249829,32.117973,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.115625,31.529326,IL,peacenow
35.112115,32.117299,IL,peacenow
35.349421,31.960264,IL,peacenow
35.349421,31.960264,IL,peacenow
35.242773,31.880152,IL,peacenow
35.242773,31.880152,IL,peacenow
35.242773,31.880152,IL,peacenow
35.235944,32.168529,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.297955,31.777369,IL,peacenow
35.229365,31.596887,IL,peacenow
35.4039,32.071304,IL,peacenow
35.4039,32.071304,IL,peacenow
35.297955,31.777369,IL,peacenow
35.239503,32.054436,IL,peacenow
35.305902,31.879131,IL,peacenow
35.258865,31.647363,IL,peacenow
35.069744,32.165406,IL,peacenow
35.297955,31.777369,IL,peacenow
35.297955,31.777369,IL,peacenow
35.163893,31.414592,IL,peacenow
35.229365,31.596887,IL,peacenow
35.229365,31.596887,IL,peacenow
35.226088,31.796121,IL,peacenow
35.02127,32.110471,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.163893,31.414592,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.502754,32.317865,IL,peacenow
35.502754,32.317865,IL,peacenow
35.490255,32.111805,IL,peacenow
35.034997,31.929747,IL,peacenow
35.51602,32.365285,IL,peacenow
35.423623,32.164159,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.393344,31.591008,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.173869,32.420772,IL,peacenow
35.034977,31.849598,IL,peacenow
35.4155538,31.9074488,IL,peacenow
35.143139,31.640932,IL,peacenow
35.342633,32.089866,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.159029,31.848896,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.336445,31.793433,IL,peacenow
42.5509603,29.2985278,IL,peacenow
34.801898,30.610203,IL,peacenow
34.801898,30.610203,IL,peacenow
34.801898,30.610203,IL,peacenow
34.801898,30.610203,IL,peacenow
34.917879,31.333464,IL,peacenow
34.917879,31.333464,IL,peacenow
34.801898,30.610203,IL,peacenow
35.400367,31.568875,IL,peacenow
34.801898,30.610203,IL,peacenow
35.395409,31.815688,IL,peacenow
35.395409,31.815688,IL,peacenow
35.395409,31.815688,IL,peacenow
34.801898,30.610203,IL,peacenow
35.042265,31.932477,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.065976,31.962594,IL,peacenow
35.467713,31.907541,IL,peacenow
35.2209736,31.7801794,IL,peacenow
35.140431,31.973542,IL,peacenow
34.983347,31.493077,IL,peacenow
34.983347,31.493077,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.443281,31.989412,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.143293,31.67632,IL,peacenow
35.143293,31.67632,IL,peacenow
34.564889,31.55984,IL,peacenow
35.242762,31.841769,IL,peacenow
35.04727,31.963415,IL,peacenow
35.04727,31.963415,IL,peacenow
35.453892,31.968178,IL,peacenow
34.984822,32.146206,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.049191,32.7649,IL,peacenow
35.239927,31.754196,IL,peacenow
35.23593,32.098245,IL,peacenow
35.319875,31.823519,IL,peacenow
35.319875,31.823519,IL,peacenow
35.09984,32.155458,IL,peacenow
35.244064,31.645331,IL,peacenow
35.049472,32.040059,IL,peacenow
35.260324,31.955101,IL,peacenow
35.260324,31.955101,IL,peacenow
35.310732,31.754384,IL,peacenow
34.689968,31.70261,IL,peacenow
42.5509603,29.2985278,IL,peacenow
34.99081,32.131924,IL,peacenow
35.028163,31.438812,IL,peacenow
35.436945,31.679039,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.274822,32.087696,IL,peacenow
35.2299572,31.7593707,IL,peacenow
35.052619,32.062479,IL,peacenow
35.443753,32.043492,IL,peacenow
35.241725,31.831116,IL,peacenow
35.1651,31.487074,IL,peacenow
35.1651,31.487074,IL,peacenow
35.19511,31.589538,IL,peacenow
35.2160762,31.7407454,IL,peacenow
35.223923,31.899984,IL,peacenow
35.223004,31.802842,IL,peacenow
35.113198,32.1807,IL,peacenow
35.21672,31.811922,IL,peacenow
35.665245,32.850365,IL,peacenow
35.243698,31.771366,IL,peacenow
35.103905,31.942694,IL,peacenow
35.257756,32.10246,IL,peacenow
35.135271,32.468752,IL,peacenow
35.129583,32.11871,IL,peacenow
35.340494,31.935382,IL,peacenow
35.340494,31.935382,IL,peacenow
35.48948,32.24751,IL,peacenow
35.125288,31.667791,IL,peacenow
35.518576,32.3366,IL,peacenow
35.051258,32.242589,IL,peacenow
34.901003,31.361765,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.026998,32.120679,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.530587,32.347731,IL,peacenow
42.5509603,29.2985278,IL,peacenow
34.7898425,32.0695657,IL,peacenow
35.168448,32.473745,IL,peacenow
42.5509603,29.2985278,IL,peacenow
-118.3628135,34.0597944,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.183444,32.26372,IL,peacenow
35.233471,31.794043,IL,peacenow
35.29909,32.054405,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.012699,31.387342,IL,peacenow
35.012699,31.387342,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.310703,32.054539,IL,peacenow
35.236068,31.770128,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.242773,31.880152,IL,peacenow
35.110978,31.391051,IL,peacenow
35.110978,31.391051,IL,peacenow
35.110978,31.391051,IL,peacenow
35.160699,32.483124,IL,peacenow
35.133131,31.939475,IL,peacenow
35.03124,31.563051,IL,peacenow
34.957383,31.376132,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.2106003,31.7830474,IL,peacenow
35.4398,32.018587,IL,peacenow
35.008912,32.197318,IL,peacenow
35.008912,32.197318,IL,peacenow
42.5509603,29.2985278,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.432139,31.826192,IL,peacenow
35.474317,32.062687,IL,peacenow
35.104794,32.145289,IL,peacenow
35.114631,32.149831,IL,peacenow
35.035536,31.347454,IL,peacenow
35.422375,31.947215,IL,peacenow
35.235944,32.168529,IL,peacenow
42.5509603,29.2985278,IL,peacenow
35.400267,32.490501,PAL,palestine census 2017
35.400267,32.490501,PAL,palestine census 2017
35.103199,32.529401,PAL,palestine census 2017
35.356811,32.470376,PAL,palestine census 2017
35.2938591,32.4646353,PAL,palestine census 2017
35.2938591,32.4646353,PAL,palestine census 2017
35.227727,32.457509,PAL,palestine census 2017
35.131265,32.449425,PAL,palestine census 2017
35.131265,32.449425,PAL,palestine census 2017
35.280093,32.409583,PAL,palestine census 2017
35.382663,32.386823,PAL,palestine census 2017
35.382663,32.386823,PAL,palestine census 2017
35.313947,32.3637,PAL,palestine census 2017
35.369953,32.321086,PAL,palestine census 2017
35.4963655,32.2404365,PAL,palestine census 2017
35.4963655,32.2404365,PAL,palestine census 2017
35.4963655,32.2404365,PAL,palestine census 2017
35.4963655,32.2404365,PAL,palestine census 2017
35.071193,32.411141,PAL,palestine census 2017
35.0239857,32.3194054,PAL,palestine census 2017
35.0239857,32.3194054,PAL,palestine census 2017
35.0239857,32.3194054,PAL,palestine census 2017
35.0239857,32.3194054,PAL,palestine census 2017
35.119478,32.307253,PAL,palestine census 2017
35.083435,32.22354,PAL,palestine census 2017
35.192933,32.301365,PAL,palestine census 2017
35.191041,32.254578,PAL,palestine census 2017
35.389176,32.234667,PAL,palestine census 2017
35.342735,32.127586,PAL,palestine census 2017
35.403806,32.237706,PAL,palestine census 2017
36.4093761,33.5727724,PAL,palestine census 2017
35.140136,32.130762,PAL,palestine census 2017
35.156964,32.11689,PAL,palestine census 2017
40.930639,37.519575,PAL,palestine census 2017
35.080583,32.068694,PAL,palestine census 2017
35.310221,31.990202,PAL,palestine census 2017
35.169813,31.889281,PAL,palestine census 2017
35.4617583,31.8611058,PAL,palestine census 2017
35.233489,31.849252,PAL,palestine census 2017
35.291821,31.72383,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
35.215176,31.686369,PAL,palestine census 2017
35.215176,31.686369,PAL,palestine census 2017
35.215176,31.686369,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
35.3196434,33.2858455,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
35.102199,31.622812,PAL,palestine census 2017
35.102199,31.622812,PAL,palestine census 2017
35.044251,31.612218,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
35.026375,31.598422,PAL,palestine census 2017
35.026375,31.598422,PAL,palestine census 2017
35.143776,31.582455,PAL,palestine census 2017
35.143776,31.582455,PAL,palestine census 2017
35.143776,31.582455,PAL,palestine census 2017
35.143776,31.582455,PAL,palestine census 2017
35.0999042,31.5798898,PAL,palestine census 2017
35.0999042,31.5798898,PAL,palestine census 2017
35.149421,31.574996,PAL,palestine census 2017
34.979243,31.557252,PAL,palestine census 2017
34.979243,31.557252,PAL,palestine census 2017
39.4243113,23.9541516,PAL,palestine census 2017
35.050973,31.538448,PAL,palestine census 2017
34.972671,31.519929,PAL,palestine census 2017
35.16534,31.514866,PAL,palestine census 2017
35.027527,31.505093,PAL,palestine census 2017
35.027527,31.505093,PAL,palestine census 2017
35.027527,31.505093,PAL,palestine census 2017
35.027527,31.505093,PAL,palestine census 2017
35.027527,31.505093,PAL,palestine census 2017
35.25926,32.879309,PAL,palestine census 2017
35.25926,32.879309,PAL,palestine census 2017
30.6631289,31.0843281,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
47.773797,30.5257657,PAL,palestine census 2017
47.773797,30.5257657,PAL,palestine census 2017
35.1320669,31.4694845,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
34.91217,31.453869,PAL,palestine census 2017
34.926241,31.452678,PAL,palestine census 2017
35.053087,31.447734,PAL,palestine census 2017
35.053087,31.447734,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.090105,31.44415,PAL,palestine census 2017
35.021854,31.431382,PAL,palestine census 2017
35.021854,31.431382,PAL,palestine census 2017
35.021854,31.431382,PAL,palestine census 2017
52.1726505,30.711949,PAL,palestine census 2017
35.182268,31.432786,PAL,palestine census 2017
35.182268,31.432786,PAL,palestine census 2017
35.182268,31.432786,PAL,palestine census 2017
36.5040446,33.7805063,PAL,palestine census 2017
35.065288,31.39861,PAL,palestine census 2017
35.065288,31.39861,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
42.5509603,29.2985278,PAL,palestine census 2017
35.1312666,31.3738995,PAL,palestine census 2017
35.1312666,31.3738995,PAL,palestine census 2017
35.1312666,31.3738995,PAL,palestine census 2017
34.9952163,31.3711203,PAL,palestine census 2017
34.9208044,31.3560126,PAL,palestine census 2017
34.509222,31.551289,PAL,palestine census 2017
34.53677,31.538483,PAL,palestine census 2017
34.3088255,31.3546763,PAL,palestine census 2017
44.5254689,22.7594236,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.3039986,31.3462005,PAL,palestine census 2017
34.243482,31.29678,PAL,palestine census 2017
34.243482,31.29678,PAL,palestine census 2017
34.243482,31.29678,PAL,palestine census 2017
